test_id,port,expected,detected,confidence,match,scenario_type,scenario_subtype,difficulty,latency_ms,reasoning,banner_hex,signals
PARTIAL_00012_mut_016,-49,ssh,unknown,19.0,False,partial_banner,truncation_timing,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353,{'unknown': 1}
PARTIAL_00072_mut_009,63,postgresql,unknown,19.0,False,partial_banner,truncation_byte_deletion,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,4500,{'unknown': 1}
PARTIAL_00129_mut_001,24,http,http,76.0,True,partial_banner,mid_header_eof_header_reorder,evil,0.08,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d547970653a2074,{'http': 90}
CONFUSE_00669,15432,postgresql,unknown,25.0,False,protocol_confusion,postgresql_pretending,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0aee9d,{'redis': 30}
PARTIAL_00012_mut_017,5,ssh,unknown,19.0,False,partial_banner,truncation_timing,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353,{'unknown': 1}
PARTIAL_00129_mut_002,19,http,http,76.0,True,partial_banner,mid_header_eof_byte_deletion,evil,0.07,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a20650d0a436f6e74656e742d547970653a2074,{'http': 90}
CONFUSE_00670,15432,postgresql,redis,84.0,False,protocol_confusion,postgresql_pretending,evil,0.05,normal decision,2b504f4e470d0a9f3c97bc717044f44e,{'redis': 95}
PARTIAL_00072_mut_011,104,postgresql,unknown,21.0,False,partial_banner,truncation_byte_insertion,evil,0.04,untrusted decision,e2b6f8eafc394b3fb22f68915c568b6c450000,{'unknown': 1}
PARTIAL_00129_mut_003,1,http,http,76.0,True,partial_banner,mid_header_eof_binary_noise,evil,0.09,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a2041954bfdd0b8dd2c8146aab7eee65415af4aae514769ca2970,{'http': 90}
CONFUSE_00671,5432,postgresql,http,75.0,False,protocol_confusion,postgresql_pretending,evil,0.06,normal decision,485454502f312e3120323030204f4b0d0abfd4f16f7e29e4b92739,{'http': 90}
PARTIAL_00013_mut_000,1,ssh,unknown,25.0,False,partial_banner,truncation_header_reorder,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,535348,{'ssh': 40}
PARTIAL_00072_mut_012,33,postgresql,unknown,19.0,False,partial_banner,truncation_byte_flip,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,c52504,{'unknown': 1}
PARTIAL_00129_mut_004,38,http,unknown,25.0,False,partial_banner,mid_header_eof_truncation_extreme,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,485454502f312e31,{'http': 65}
CONFUSE_00672,5432,postgresql,http,75.0,False,protocol_confusion,postgresql_pretending,evil,0.05,normal decision,485454502f312e3120323030204f4b0d0a674c54a7e23b69fa2e,{'http': 90}
PARTIAL_00013_mut_001,-51,ssh,unknown,25.0,False,partial_banner,truncation_timing,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,535348,{'ssh': 40}
PARTIAL_00072_mut_013,41,postgresql,unknown,21.0,False,partial_banner,truncation_byte_insertion,evil,0.03,untrusted decision,450000e88902a816e7a6426c1890a51c24c3,{'unknown': 1}
PARTIAL_00129_mut_005,36,http,http,98.0,True,partial_banner,mid_header_eof_byte_insertion,evil,0.08,normal decision,825474abfa3ba6bfcac970b3d03673e84f6000485454502f312e3120323030204f4b0d0a5365727665723a20417061636865,{'http': 140}
CONFUSE_00673,5432,postgresql,unknown,25.0,False,protocol_confusion,postgresql_pretending,evil,0.05,Low behavioral consistency (34): likely honeypot or protocol mismatch,485454502f312e3120323030204f4b0d0a,{'http': 90}
PARTIAL_00013_mut_002,23,ssh,unknown,25.0,False,partial_banner,truncation_truncation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'telnet': 20}
PARTIAL_00072_mut_014,25,postgresql,unknown,25.0,False,partial_banner,truncation_timing,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,450000,{'smtp': 20}
PARTIAL_00129_mut_006,1,http,http,98.0,True,partial_banner,mid_header_eof_byte_insertion,evil,0.08,normal decision,485454502f312e3120249c7bcf9b6b31610c080f973d6a5f24323030204f4b0d0a5365727665723a204170616368650d0a43,{'http': 140}
CONFUSE_00674,5432,postgresql,unknown,25.0,False,protocol_confusion,postgresql_pretending,evil,0.05,Low behavioral consistency (34): likely honeypot or protocol mismatch,485454502f312e3120323030204f4b0d0ae8,{'http': 90}
PARTIAL_00013_mut_003,11,ssh,unknown,19.0,False,partial_banner,truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'unknown': 1}
PARTIAL_00073_mut_000,8889,postgresql,unknown,19.0,False,partial_banner,truncation_truncation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,450000,{'unknown': 1}
PARTIAL_00129_mut_007,69,http,http,76.0,True,partial_banner,mid_header_eof_case_mutation,evil,0.07,normal decision,487454502f312e3120323030206f4b0d0a5365727665723a204170616368450d0a436f6e74656e742d547970653a2074,{'http': 90}
CONFUSE_00675,5432,postgresql,http,75.0,False,protocol_confusion,postgresql_pretending,evil,0.06,normal decision,485454502f312e3120323030204f4b0d0ae91dec9d0bca82,{'http': 90}
PARTIAL_00013_mut_004,1,ssh,unknown,25.0,False,partial_banner,truncation_header_reorder,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,535348,{'ssh': 40}
PARTIAL_00073_mut_001,8887,postgresql,unknown,19.0,False,partial_banner,truncation_byte_insertion,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,455300000005,{'unknown': 1}
PARTIAL_00129_mut_008,1,http,http,76.0,True,partial_banner,mid_header_eof_byte_insertion,evil,0.09,normal decision,485454502f312e3120323030204f4b0d2f2a7d30e8c2ac7bf011a59ee76ed2300a5365727665723a204170616368650d0a43,{'http': 90}
CONFUSE_00676,5432,postgresql,unknown,25.0,False,protocol_confusion,postgresql_pretending,evil,0.06,Low behavioral consistency (34): likely honeypot or protocol mismatch,485454502f312e3120323030204f4b0d0a,{'http': 90}
PARTIAL_00013_mut_005,71,ssh,unknown,25.0,False,partial_banner,truncation_header_reorder,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,535348,{'ssh': 40}
PARTIAL_00073_mut_002,8953,postgresql,unknown,19.0,False,partial_banner,truncation_timing,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,4500000005,{'unknown': 1}
PARTIAL_00129_mut_009,71,http,http,76.0,True,partial_banner,mid_header_eof_byte_deletion,evil,0.07,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d5479,{'http': 90}
CONFUSE_00677,5432,postgresql,unknown,25.0,False,protocol_confusion,postgresql_pretending,evil,0.05,Low behavioral consistency (34): likely honeypot or protocol mismatch,485454502f312e3120323030204f4b0d0a,{'http': 90}
PARTIAL_00013_mut_006,53,ssh,unknown,25.0,False,partial_banner,truncation_byte_deletion,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353,{'dns': 20}
PARTIAL_00073_mut_003,8900,postgresql,unknown,19.0,False,partial_banner,truncation_byte_deletion,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,45000005,{'unknown': 1}
PARTIAL_00130_mut_000,469,http,http,36.0,True,partial_banner,mid_header_eof_byte_flip,evil,0.09,untrusted decision,485454502f212e3120323030204f4b0d0a5365727665f23a204170616368650d08436f6e74616e742d547970653a20746579,{'http': 35}
CONFUSE_00678,5432,postgresql,unknown,25.0,False,protocol_confusion,postgresql_pretending,evil,0.05,Low behavioral consistency (34): likely honeypot or protocol mismatch,485454502f312e3120323030204f4b0d0a,{'http': 90}
PARTIAL_00013_mut_007,1,ssh,unknown,21.0,False,partial_banner,truncation_byte_insertion,evil,0.04,untrusted decision,53b2b34b78344a8365584e265afcede5a5a15348,{'unknown': 1}
PARTIAL_00073_mut_004,8867,postgresql,unknown,19.0,False,partial_banner,truncation_timing,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,4500000005,{'unknown': 1}
PARTIAL_00130_mut_001,447,http,http,76.0,True,partial_banner,mid_header_eof_header_reorder,evil,0.08,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d547970653a20746578,{'http': 90}
CONFUSE_00679,5432,postgresql,http,75.0,False,protocol_confusion,postgresql_pretending,evil,0.06,normal decision,485454502f312e3120323030204f4b0d0a201e23f11092,{'http': 90}
PARTIAL_00013_mut_008,7,ssh,unknown,25.0,False,partial_banner,truncation_binary_noise,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353e248,{'ssh': 40}
PARTIAL_00073_mut_005,8885,postgresql,unknown,19.0,False,partial_banner,truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,6520d82ed800000d,{'unknown': 1}
PARTIAL_00130_mut_002,442,http,http,98.0,True,partial_banner,mid_header_eof_byte_insertion,evil,0.08,normal decision,485454502f312e312065f6f87f02323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d54797065,{'http': 140}
CONFUSE_00680,5432,postgresql,http,75.0,False,protocol_confusion,postgresql_pretending,evil,0.05,normal decision,485454502f312e3120323030204f4b0d0ad7bfc3,{'http': 90}
PARTIAL_00013_mut_009,31,ssh,unknown,19.0,False,partial_banner,truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53d2272ec44a,{'unknown': 1}
PARTIAL_00073_mut_006,8893,postgresql,unknown,19.0,False,partial_banner,truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,65c0000a2a94ef05,{'unknown': 1}
PARTIAL_00130_mut_003,431,http,http,69.0,True,partial_banner,mid_header_eof_byte_deletion,evil,0.07,normal decision,485454502f323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d547970653a20746578742f6874,{'http': 75}
CONFUSE_00681,21,ftp,ssh,81.0,False,protocol_confusion,ftp_pretending,evil,0.05,normal decision,5353482d322e302d4654500d0ac02944b23c5bc9,{'ssh': 95}
PARTIAL_00013_mut_010,1,ssh,unknown,19.0,False,partial_banner,truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,af2b58d3db4d,{'unknown': 1}
PARTIAL_00073_mut_007,8870,postgresql,unknown,21.0,False,partial_banner,truncation_byte_insertion,evil,0.04,untrusted decision,45004c41997fda9718271737d9d330ed81b5000005,{'unknown': 1}
PARTIAL_00130_mut_004,480,http,http,76.0,True,partial_banner,mid_header_eof_byte_deletion,evil,0.07,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d54793a20746578742f,{'http': 90}
CONFUSE_00682,21,ftp,unknown,20.0,False,protocol_confusion,ftp_pretending,evil,0.06,Honeypot behavior detected,5353482d322e302d4654500d0a,{'ssh': 95}
PARTIAL_00013_mut_011,28,ssh,unknown,19.0,False,partial_banner,truncation_truncation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'unknown': 1}
PARTIAL_00073_mut_008,8934,postgresql,unknown,19.0,False,partial_banner,truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,840400010598a0e8,{'unknown': 1}
PARTIAL_00130_mut_005,483,http,unknown,21.0,False,partial_banner,mid_header_eof_double_mutation,evil,0.06,untrusted decision,485454d02f312e3120323030244f4b0d0a5765727665723a204170616368650d0a436f6e74656e742d547970653a20746578,{'unknown': 1}
CONFUSE_00683,21,ftp,unknown,20.0,False,protocol_confusion,ftp_pretending,evil,0.05,Honeypot behavior detected,5353482d322e302d4654500d0a,{'ssh': 95}
PARTIAL_00013_mut_012,1,ssh,unknown,19.0,False,partial_banner,truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'unknown': 1}
PARTIAL_00073_mut_009,8861,postgresql,unknown,19.0,False,partial_banner,truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,450087000005,{'unknown': 1}
PARTIAL_00130_mut_006,440,http,http,75.0,True,partial_banner,mid_header_eof_truncation_extreme,evil,0.05,normal decision,485454502f312e3120323030204f4b0d0a53,{'http': 90}
CONFUSE_00684,21,ftp,unknown,20.0,False,protocol_confusion,ftp_pretending,evil,0.05,Honeypot behavior detected,5353482d322e302d4654500d0a0b,{'ssh': 95}
PARTIAL_00013_mut_013,19,ssh,unknown,25.0,False,partial_banner,truncation_header_reorder,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,535348,{'ssh': 40}
PARTIAL_00073_mut_010,8933,postgresql,unknown,19.0,False,partial_banner,truncation_truncation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,45,{'unknown': 1}
PARTIAL_00130_mut_007,453,http,unknown,19.0,False,partial_banner,mid_header_eof_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,4854,{'unknown': 1}
CONFUSE_00685,21,ftp,unknown,20.0,False,protocol_confusion,ftp_pretending,evil,0.05,Honeypot behavior detected,5353482d322e302d4654500d0a,{'ssh': 95}
PARTIAL_00013_mut_014,1,ssh,unknown,25.0,False,partial_banner,truncation_case_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,535348,{'ssh': 40}
PARTIAL_00073_mut_011,8917,postgresql,unknown,19.0,False,partial_banner,truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,048002cff99b0105,{'unknown': 1}
PARTIAL_00130_mut_008,410,http,http,98.0,True,partial_banner,mid_header_eof_byte_flip,evil,0.08,normal decision,485454502f312e3122323020204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d54797065ba20746578,{'http': 140}
CONFUSE_00686,21,ftp,ssh,81.0,False,protocol_confusion,ftp_pretending,evil,0.06,normal decision,5353482d322e302d4654500d0ad9c2757eebb14f8d60,{'ssh': 95}
PARTIAL_00013_mut_015,1,ssh,unknown,25.0,False,partial_banner,truncation_header_reorder,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,535348,{'ssh': 40}
PARTIAL_00074_mut_000,6412,ftp,unknown,19.0,False,partial_banner,truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,0d6bf67d,{'unknown': 1}
PARTIAL_00130_mut_009,466,http,http,76.0,True,partial_banner,mid_header_eof_byte_insertion,evil,0.08,normal decision,485454502f312e3120323030204f4b0d0a5365722c7665723a204170616368650d0a436f6e74656e742d547970653a207465,{'http': 90}
CONFUSE_00687,21,ftp,unknown,20.0,False,protocol_confusion,ftp_pretending,evil,0.07,Honeypot behavior detected,5353482d322e302d4654500d0a,{'ssh': 95}
PARTIAL_00014_mut_000,42,ssh,unknown,25.0,False,partial_banner,truncation_header_reorder,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d32,{'ssh': 40}
PARTIAL_00130_mut_010,477,http,http,76.0,True,partial_banner,mid_header_eof_byte_deletion,evil,0.08,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d547970653a20746578,{'http': 90}
CONFUSE_00688,21,ftp,unknown,20.0,False,protocol_confusion,ftp_pretending,evil,0.05,Honeypot behavior detected,5353482d322e302d4654500d0a,{'ssh': 95}
PARTIAL_00014_mut_001,66,ssh,unknown,19.0,False,partial_banner,truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'unknown': 1}
PARTIAL_00074_mut_002,6367,ftp,unknown,19.0,False,partial_banner,truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,32,{'unknown': 1}
PARTIAL_00131_mut_000,426,smtp,unknown,19.0,False,partial_banner,mid_header_eof_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,48,{'unknown': 1}
CONFUSE_00689,21,ftp,ssh,81.0,False,protocol_confusion,ftp_pretending,evil,0.06,normal decision,5353482d322e302d4654500d0a087b69223311e4,{'ssh': 95}
PARTIAL_00014_mut_002,49,ssh,unknown,25.0,False,partial_banner,truncation_case_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d32,{'ssh': 40}
PARTIAL_00074_mut_003,6343,ftp,unknown,19.0,False,partial_banner,truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,d832,{'unknown': 1}
PARTIAL_00131_mut_001,407,smtp,unknown,19.0,False,partial_banner,mid_header_eof_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,485e,{'unknown': 1}
CONFUSE_00690,21,ftp,unknown,20.0,False,protocol_confusion,ftp_pretending,evil,0.05,Honeypot behavior detected,5353482d322e302d4654500d0a,{'ssh': 95}
PARTIAL_00014_mut_003,40,ssh,unknown,25.0,False,partial_banner,truncation_header_reorder,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d32,{'ssh': 40}
PARTIAL_00131_mut_002,418,smtp,unknown,19.0,False,partial_banner,mid_header_eof_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,48,{'unknown': 1}
CONFUSE_00691,25,smtp,unknown,25.0,False,protocol_confusion,smtp_pretending,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00014_mut_004,32,ssh,unknown,19.0,False,partial_banner,truncation_double_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,53714c2d322fd8b9,{'unknown': 1}
PARTIAL_00074_mut_005,6386,ftp,unknown,19.0,False,partial_banner,truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,f132,{'unknown': 1}
CONFUSE_00692,25,smtp,unknown,25.0,False,protocol_confusion,smtp_pretending,evil,0.05,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0acd,{'redis': 30}
PARTIAL_00014_mut_005,69,ssh,unknown,25.0,False,partial_banner,truncation_header_reorder,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d32,{'ssh': 40}
PARTIAL_00074_mut_006,6380,ftp,unknown,19.0,False,partial_banner,truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,189412f9,{'unknown': 1}
PARTIAL_00131_mut_004,438,smtp,unknown,19.0,False,partial_banner,mid_header_eof_timing,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,48,{'unknown': 1}
CONFUSE_00693,25,smtp,redis,84.0,False,protocol_confusion,smtp_pretending,evil,0.05,normal decision,2b504f4e470d0a6f1c479477a3a4799a,{'redis': 95}
PARTIAL_00014_mut_006,128,ssh,unknown,19.0,False,partial_banner,truncation_byte_deletion,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,535332,{'unknown': 1}
PARTIAL_00074_mut_007,6420,ftp,unknown,19.0,False,partial_banner,truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,f932,{'unknown': 1}
PARTIAL_00131_mut_005,463,smtp,unknown,19.0,False,partial_banner,mid_header_eof_byte_flip,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,0d,{'unknown': 1}
CONFUSE_00694,25,smtp,unknown,25.0,False,protocol_confusion,smtp_pretending,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00014_mut_007,39,ssh,unknown,19.0,False,partial_banner,truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,534653482d32,{'unknown': 1}
PARTIAL_00074_mut_008,6385,ftp,unknown,19.0,False,partial_banner,truncation_byte_flip,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,7e,{'unknown': 1}
PARTIAL_00131_mut_006,402,smtp,unknown,19.0,False,partial_banner,mid_header_eof_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,48,{'unknown': 1}
CONFUSE_00695,25,smtp,unknown,25.0,False,protocol_confusion,smtp_pretending,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00014_mut_008,124,ssh,unknown,25.0,False,partial_banner,truncation_case_mutation,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,5373482d32,{'ssh': 40}
PARTIAL_00074_mut_009,6404,ftp,unknown,19.0,False,partial_banner,truncation_truncation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,32,{'unknown': 1}
CONFUSE_00696,25,smtp,unknown,25.0,False,protocol_confusion,smtp_pretending,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00014_mut_009,73,ssh,unknown,19.0,False,partial_banner,truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'unknown': 1}
PARTIAL_00074_mut_010,6406,ftp,unknown,19.0,False,partial_banner,truncation_header_reorder,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,32,{'unknown': 1}
PARTIAL_00249_mut_009,40297,unknown,closed,10,False,partial_banner,extreme_truncation_byte_deletion,evil,28.04,Port closed (connection refused),,{}
PARTIAL_00319_mut_001,43545,unknown,closed,10,False,partial_banner,extreme_truncation_byte_deletion,evil,26.63,Port closed (connection refused),,{}
CONFUSE_00697,25,smtp,redis,84.0,False,protocol_confusion,smtp_pretending,evil,0.07,normal decision,2b504f4e470d0a1f59dafd18,{'redis': 95}
PARTIAL_00015_mut_000,5411,ssh,unknown,21.0,False,partial_banner,truncation_double_mutation,evil,0.03,untrusted decision,535308e391e52d322e102c,{'unknown': 1}
PARTIAL_00074_mut_011,6382,ftp,unknown,19.0,False,partial_banner,truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,3296,{'unknown': 1}
PARTIAL_00131_mut_009,402,smtp,unknown,19.0,False,partial_banner,mid_header_eof_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,48,{'unknown': 1}
CONFUSE_00698,25,smtp,unknown,25.0,False,protocol_confusion,smtp_pretending,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00015_mut_001,5482,ssh,unknown,19.0,False,partial_banner,truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'unknown': 1}
PARTIAL_00074_mut_012,6389,ftp,unknown,19.0,False,partial_banner,truncation_header_reorder,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,32,{'unknown': 1}
PARTIAL_00131_mut_010,478,smtp,unknown,19.0,False,partial_banner,mid_header_eof_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,70ca0e62,{'unknown': 1}
CONFUSE_00699,25,smtp,unknown,25.0,False,protocol_confusion,smtp_pretending,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00015_mut_002,5480,ssh,ssh,69.0,True,partial_banner,truncation_binary_noise,evil,0.05,normal decision,5353482d322e3063bce12d,{'ssh': 70}
PARTIAL_00131_mut_011,443,smtp,unknown,25.0,False,partial_banner,mid_header_eof_header_reorder,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,48,{'https': 20}
CONFUSE_00700,25,smtp,unknown,25.0,False,protocol_confusion,smtp_pretending,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,2b504f4e470d0a,{'redis': 30}
PARTIAL_00015_mut_003,5402,ssh,unknown,25.0,False,partial_banner,truncation_case_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d322e302d,{'ssh': 70}
PARTIAL_00074_mut_014,6417,ftp,unknown,19.0,False,partial_banner,truncation_case_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,32,{'unknown': 1}
PARTIAL_00132_mut_000,8128,http,http,98.0,True,partial_banner,mid_header_eof_binary_noise,evil,0.08,normal decision,485454502f312e31207341f5d0507b93fe26dd0fd5212b323030204f4b0d0a5365727665723a204170616368650d0a436f6e,{'http': 140}
CONFUSE_00701,23,telnet,unknown,25.0,False,protocol_confusion,telnet_pretending,evil,0.06,Low behavioral consistency (34): likely honeypot or protocol mismatch,485454502f312e3120323030204f4b0d0a,{'http': 90}
PARTIAL_00015_mut_004,5399,ssh,unknown,25.0,False,partial_banner,truncation_truncation,evil,0.05,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d32,{'ssh': 40}
PARTIAL_00075_mut_000,4972,ftp,unknown,21.0,False,partial_banner,truncation_byte_insertion,evil,0.05,untrusted decision,586650fb33d4fc9b786b1809b785b6513232,{'unknown': 1}
PARTIAL_00132_mut_001,8079,http,http,75.0,True,partial_banner,mid_header_eof_byte_flip,evil,0.06,normal decision,485454502f312e3120323030204f4b0d0a9365d27665723a204170616368650d8a436f6e74656e742d74,{'http': 90}
CONFUSE_00702,23,telnet,http,75.0,False,protocol_confusion,telnet_pretending,evil,0.05,normal decision,485454502f312e3120323030204f4b0d0ad14c99c05ef27b,{'http': 90}
PARTIAL_00015_mut_005,5395,ssh,unknown,25.0,False,partial_banner,truncation_case_mutation,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,7353482d322e302d,{'ssh': 70}
PARTIAL_00075_mut_001,4958,ftp,unknown,19.0,False,partial_banner,truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,32,{'unknown': 1}
PARTIAL_00132_mut_002,8071,http,http,36.0,True,partial_banner,mid_header_eof_double_mutation,evil,0.11,untrusted decision,485454502fb12e3120323030204f4b0d1a9374a05365727667723a204170616368450d0a436f6a74656e742d54,{'http': 35}
CONFUSE_00703,23,telnet,unknown,25.0,False,protocol_confusion,telnet_pretending,evil,0.05,Low behavioral consistency (34): likely honeypot or protocol mismatch,485454502f312e3120323030204f4b0d0a,{'http': 90}
PARTIAL_00015_mut_006,5418,ssh,unknown,19.0,False,partial_banner,truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353,{'unknown': 1}
PARTIAL_00075_mut_002,5005,ftp,unknown,19.0,False,partial_banner,truncation_header_reorder,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,3232,{'unknown': 1}
PARTIAL_00132_mut_003,8074,http,http,75.0,True,partial_banner,mid_header_eof_truncation,evil,0.06,normal decision,485454502f312e3120323030204f4b0d0a536572,{'http': 90}
CONFUSE_00704,23,telnet,unknown,25.0,False,protocol_confusion,telnet_pretending,evil,0.05,Low behavioral consistency (34): likely honeypot or protocol mismatch,485454502f312e3120323030204f4b0d0aed1dd3,{'http': 90}
PARTIAL_00015_mut_007,5426,ssh,ssh,39.0,True,partial_banner,truncation_byte_insertion,evil,0.05,untrusted decision,5353482de64bdf2e71e6322e302d,{'ssh': 40}
PARTIAL_00075_mut_003,4976,ftp,unknown,21.0,False,partial_banner,truncation_byte_insertion,evil,0.03,untrusted decision,3d72f984aeb517884d3519e0ea3836341535553c3232,{'unknown': 1}
PARTIAL_00132_mut_004,8093,http,http,76.0,True,partial_banner,mid_header_eof_case_mutation,evil,0.06,normal decision,685454702f312e3120323030204f4b0d0a7365727665523a204170614368650d0a636f4e54656e742d54,{'http': 90}
